#Supplementary Table 1 Summary of protein groups measured in at least one sample of the Genes & Health cohort
#.ref - indicates protein and precursor (pre.) data obtained including all possible peptides; .mac5 - excluding variant peptides with evidence that respective protein altering variants exist in the Genes & Health population down to a minor allele count (MAC) of 5; sd - standard deviation; cv - coefficient of variation; p.dip - p-value of a dip test for multi-modal distribution: cis.pQTL - whehter or not a cis-pQTL was identified; med.pred = median (and 25th and 75th percentil) value of predicted correlation coefficient across all protein groups measued; Olink ID - best correlating olink target; spear.olink = associated Spearman correlation coefficient; SomaLogic ID = best correlating aptamer ID; spear.soma = associated Spearman correlation coefficient
#
prot.id,protein_group_id,uniprotswissprot,chromosome,start_position,end_position,ensembl_gene_id,hgnc_symbol,num.pre.well1.ref,num.pre.well2.ref,missing.per.ref,mean.l2.ref,sd.l2.ref,num.pre.well1.mac5,num.pre.well2.mac5,cv.mac5,mean.cv.mac5,sd.cv.mac5,n.mac5,missing.per.mac5,mean.l2.mac5,sd.l2.mac5,median.l2.mac5,min.l2.mac5,max.l2.mac5,p.dip.mac5,faction.outlier.mac5,cis.pQTL,med.pred,p25.pred,p75.pred,Olink ID,spear.olink,SomaLogic ID,spear.soma,correlation.cluster,cell type contamination marker
prot.4245,Q86V88,Q86V88,14,24213943,24216070,ENSG00000213920,MDP1,4,4,15.80,13.15,0.61,4,4,16.57,12.98,0.27,21.00,15.80,13.15,0.61,13.19,9.28,15.41,0.89,0.00,FALSE,0.33,0.32,0.33,,,seq.20923.10,0.39,,
prot.4246,Q86VE0,Q86VE0,19,45890023,45902613,ENSG00000176182,MYPOP,1,1,71.96,12.85,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,,,,
prot.4247,Q86VF7,Q86VF7,10,113588714,113664070,ENSG00000197893,NRAP,1,1,10.65,13.61,0.54,1,1,21.38,13.68,0.35,21.00,10.65,13.61,0.54,13.65,11.34,15.18,0.80,0.00,FALSE,0.07,0.07,0.08,NRAP_41558,0.03,,,,
prot.4248,Q86VN1,Q86VN1,13,52412602,52450634,ENSG00000136100,VPS36,19,18,0.90,12.69,0.44,19,18,19.20,12.46,0.27,22.00,0.90,12.69,0.44,12.72,9.98,14.49,1.00,0.00,FALSE,0.41,0.41,0.42,,,seq.32645.42,0.49,,
prot.4249,Q86VP3-2,Q86VP3,14,105300563,105398147,ENSG00000179364,PACS2,16,16,0.56,12.77,0.45,12,12,22.66,12.44,0.32,22.00,1.18,12.68,0.48,12.71,10.18,14.18,0.78,0.01,FALSE,0.38,0.37,0.38,PACS2_44066,0.35,seq.30463.20,0.47,,
prot.425,A0A7P0TBI4,Q99996,7,91940840,92110673,ENSG00000127914,AKAP9,3,3,74.18,11.77,0.83,2,2,34.66,12.20,0.51,2.00,74.88,11.81,0.80,11.85,9.00,15.32,0.99,0.03,FALSE,0.13,0.12,0.14,,,,,,
prot.4250,Q86VP6,Q86VP6,12,67269358,67319953,ENSG00000111530,CAND1,72,72,0.00,14.09,0.41,72,72,14.12,14.12,0.20,22.00,0.00,14.09,0.41,14.11,11.19,15.50,0.96,0.00,FALSE,0.48,0.47,0.49,,,seq.13937.75,0.55,1,
prot.4251,Q86VR2,Q86VR2,17,42579513,42610623,ENSG00000141699,RETREG3,7,7,0.97,12.59,0.57,7,7,26.50,12.41,0.38,22.00,0.97,12.59,0.57,12.62,6.93,14.33,0.99,0.01,FALSE,0.22,0.21,0.22,,,,,,
prot.4252,Q86VS8,Q86VS8,8,42896946,43030535,ENSG00000168172,HOOK3,38,38,0.28,13.39,0.54,38,38,17.24,13.31,0.24,22.00,0.28,13.39,0.54,13.42,10.64,15.93,1.00,0.01,FALSE,0.41,0.41,0.43,,,,,1,
prot.4253,Q86VU5,Q86VU5,10,75233641,75236030,ENSG00000165644,COMTD1,11,11,0.97,13.03,0.65,9,9,19.73,12.93,0.28,22.00,0.97,13.27,0.65,13.26,9.82,15.60,0.99,0.01,TRUE,0.28,0.27,0.29,,,seq.23253.5,0.27,,
prot.4254,Q86VW0,Q86VW0,2,179101678,179264832,ENSG00000187231,SESTD1,22,22,1.81,12.55,0.52,22,22,14.02,12.70,0.21,22.00,1.81,12.55,0.52,12.55,9.74,14.85,0.99,0.01,FALSE,0.25,0.25,0.26,SESTD1_41786,0.21,seq.31418.43,-0.05,,
prot.4255,Q86VZ5,Q86VZ5,10,50305586,50625163,ENSG00000198964,SGMS1,2,2,25.26,12.36,0.61,2,2,30.63,12.08,0.49,16.00,25.26,12.36,0.61,12.39,9.16,14.22,0.95,0.00,FALSE,0.10,0.10,0.11,,,,,,
prot.4256,Q86W33,Q86W33,3,127571232,127598267,ENSG00000163870,TPRA1,2,2,19.76,13.75,0.54,2,2,30.42,13.67,0.42,20.00,19.76,13.75,0.54,13.77,11.83,15.42,0.86,0.00,FALSE,0.10,0.10,0.11,,,,,,
prot.4257,Q86W34,Q86W34,17,68205481,68257712,ENSG00000196704,AMZ2,6,6,0.07,15.21,0.33,6,6,21.50,15.13,0.30,22.00,0.07,15.21,0.33,15.22,13.47,17.22,0.99,0.00,FALSE,0.29,0.28,0.30,,,,,,
prot.4258,Q86W56,Q86W56,10,49818279,49970203,ENSG00000227345,PARG,4,3,33.96,11.68,0.58,4,3,39.87,11.37,0.56,14.00,33.96,11.68,0.58,11.72,9.66,13.36,0.99,0.00,FALSE,0.05,0.04,0.05,,,seq.34396.18,-0.05,,
prot.4259,Q86W92,Q86W92,12,27523431,27695564,ENSG00000110841,PPFIBP1,10,8,26.30,12.21,0.56,9,7,43.74,11.97,0.64,14.00,27.07,12.13,0.57,12.16,9.67,14.01,0.97,0.00,FALSE,0.11,0.10,0.11,PPFIBP1_41652,0.08,,,,
prot.426,A0A7P0Z415;O60911,O60911,9,97029677,97156556,ENSG00000136943,CTSV,15,14,0.35,12.79,0.54,12,11,20.20,12.88,0.29,22.00,3.41,13.09,0.48,13.09,11.13,16.61,0.99,0.01,FALSE,0.41,0.40,0.41,CTSV_43581,0.54,seq.3364.76,0.52,,
prot.4260,Q86WA8-2,Q86WA8,16,48244300,48363122,ENSG00000102910,LONP2,4,4,23.80,11.91,0.62,4,4,27.52,11.70,0.42,10.00,23.80,11.91,0.62,11.94,9.44,13.71,1.00,0.00,FALSE,0.13,0.13,0.13,,,,,,
prot.4261,Q86WC4,Q86WC4,6,108029245,108165854,ENSG00000081087,OSTM1,3,2,20.81,12.53,0.59,3,2,28.68,12.36,0.48,17.00,20.81,12.53,0.59,12.58,9.93,14.03,1.00,0.00,FALSE,0.03,0.03,0.03,,,seq.19353.25,-0.06,,
prot.4262,Q86WI1,Q86WI1,8,109362461,109537207,ENSG00000205038,PKHD1L1,147,145,0.00,13.67,0.67,10,10,14.55,13.80,0.21,22.00,0.49,13.74,0.70,13.81,7.90,15.75,0.99,0.01,TRUE,0.31,0.31,0.32,,,,,,
prot.4263,Q86WI3,Q86WI3,16,56989485,57083531,ENSG00000140853,NLRC5,11,11,0.63,14.57,0.45,11,11,19.49,14.43,0.28,22.00,0.63,14.57,0.45,14.57,11.22,16.65,0.99,0.01,FALSE,0.29,0.29,0.30,,,,,,
prot.4264,Q86WJ1,Q86WJ1,1,147242654,147295765,ENSG00000131778,CHD1L,1,1,39.25,15.29,0.44,1,1,13.76,15.75,0.20,11.00,39.25,15.29,0.44,15.28,13.42,16.82,0.99,0.00,FALSE,0.02,0.02,0.02,,,seq.25072.11,-0.04,,
prot.4265,Q86WN1,Q86WN1,5,141639302,141651418,ENSG00000197948,FCHSD1,10,10,26.44,12.28,0.67,9,9,44.77,12.11,0.53,11.00,30.97,12.51,0.67,12.59,9.58,16.72,0.95,0.01,FALSE,0.09,0.08,0.09,FCHSD1_41206,0.01,seq.24895.25,0.00,,
prot.4266,Q86WR0,Q86WR0,8,27733316,27772653,ENSG00000147419,CCDC25,9,9,1.11,12.95,0.49,9,9,22.62,12.75,0.33,22.00,1.11,12.95,0.49,12.98,9.32,14.99,0.99,0.00,FALSE,0.10,0.10,0.12,,,seq.18264.12,-0.09,,
prot.4267,Q86WR7,Q86WR7,10,11823339,11872277,ENSG00000148426,PROSER2,17,17,0.14,14.10,0.64,15,15,24.39,13.92,0.33,22.00,0.14,14.15,0.64,14.19,9.81,16.83,0.99,0.01,FALSE,0.41,0.38,0.42,,,,,1,
prot.4268,Q86WS4,Q86WS4,12,39626167,39908300,ENSG00000180116,REDIC1,1,1,1.32,16.14,0.43,1,1,15.78,16.35,0.24,22.00,1.32,16.14,0.43,16.19,13.61,17.46,0.98,0.01,FALSE,0.03,0.03,0.03,C12orf40_40882,-0.01,,,,
prot.4269,Q86WV1,Q86WV1,17,48133442,48430275,ENSG00000141293,SKAP1,2,2,59.99,12.15,0.63,2,2,38.24,12.52,0.51,8.00,59.99,12.15,0.63,12.21,9.27,13.74,0.98,0.00,FALSE,0.13,0.13,0.13,SKAP1_44250,0.15,,,,
prot.427,A0A7P0Z455;Q8TE73,Q8TE73,5,13690328,14011818,ENSG00000039139,DNAH5,3,3,0.35,16.02,0.47,3,3,24.62,16.08,0.54,22.00,0.35,16.02,0.47,16.05,12.59,17.49,0.86,0.00,FALSE,0.09,0.08,0.10,DNAH5_42379,-0.04,,,,
prot.4270,Q86WV6,Q86WV6,5,139475533,139482935,ENSG00000184584,STING1,15,15,1.60,13.10,0.78,11,11,22.91,12.98,0.33,22.00,1.67,13.14,0.77,13.26,9.14,15.31,0.99,0.02,TRUE,0.15,0.14,0.16,,,seq.31020.42,0.05,,
prot.4271,Q86X10-3,Q86X10,20,38472816,38578859,ENSG00000170471,RALGAPB,33,32,0.63,12.22,0.45,33,32,22.10,12.16,0.30,22.00,0.63,12.22,0.45,12.23,9.66,13.83,0.70,0.01,FALSE,0.25,0.24,0.26,,,,,,
prot.4272,Q86X19,Q86X19,2,62500218,62511894,ENSG00000186889,TMEM17,2,2,15.03,13.42,0.60,1,1,25.54,13.43,0.39,13.00,33.33,13.47,0.60,13.51,10.62,15.42,0.99,0.00,FALSE,0.02,0.01,0.02,,,seq.26025.24,-0.11,,
prot.4273,Q86X29-6,Q86X29,19,35248330,35267964,ENSG00000105699,LSR,14,14,0.00,13.99,0.41,13,13,10.86,14.13,0.16,22.00,0.00,14.07,0.40,14.07,12.22,15.91,1.00,0.00,TRUE,0.40,0.40,0.41,,,,,,
prot.4274,Q86X52,Q86X52,15,101175727,101252048,ENSG00000131873,CHSY1,10,9,6.05,12.09,0.50,10,9,37.72,11.71,0.50,20.00,6.05,12.09,0.50,12.13,9.98,13.51,0.95,0.00,FALSE,0.13,0.12,0.13,,,,,,
prot.4275,Q86X55;Q86X55-1,Q86X55,19,10871553,10923075,ENSG00000142453,CARM1,18,18,0.84,12.71,0.44,18,18,16.95,12.72,0.24,22.00,0.84,12.71,0.44,12.74,10.69,14.45,1.00,0.00,FALSE,0.38,0.38,0.39,,,,,,
prot.4276,Q86X76,Q86X76,1,161118086,161125445,ENSG00000158793,NIT1,17,17,0.84,12.96,0.48,17,17,21.08,12.76,0.29,22.00,0.84,12.96,0.48,13.00,10.19,14.38,0.98,0.00,FALSE,0.35,0.34,0.35,NIT1_44032,0.40,seq.25786.6,0.03,,
prot.4277,Q86X95,Q86X95,2,174348022,174395712,ENSG00000138433,CIR1,1,1,0.77,14.88,0.29,1,1,17.49,14.92,0.25,22.00,0.77,14.88,0.29,14.90,13.51,15.76,1.00,0.00,FALSE,0.18,0.17,0.19,,,,,,
prot.4278,Q86XL3,Q86XL3,12,132725503,132761832,ENSG00000176915,ANKLE2,21,20,1.95,12.46,0.44,16,16,29.38,12.30,0.41,22.00,2.09,12.41,0.45,12.44,9.69,13.75,0.82,0.00,FALSE,0.19,0.18,0.19,,,,,,
prot.4279,Q86XP1-2,Q86XP1,13,42040036,42256578,ENSG00000102780,DGKH,16,16,3.06,12.30,0.53,15,15,23.03,12.13,0.35,21.00,3.20,12.32,0.54,12.34,9.97,14.15,0.99,0.00,TRUE,0.22,0.21,0.22,DGKH_41096,0.24,,,,
prot.428,A0A7P0Z472,P30566,22,40346461,40390463,ENSG00000239900,ADSL,48,49,0.00,14.93,0.48,48,49,22.21,14.58,0.29,22.00,0.00,14.93,0.48,14.92,13.26,17.58,1.00,0.01,FALSE,0.43,0.42,0.44,,,,,1,
prot.4280,Q86XP6,Q86XP6,2,68945232,68952893,ENSG00000183607,GKN2,6,6,3.76,13.20,0.68,4,4,22.66,12.74,0.35,22.00,4.94,13.15,0.72,13.08,10.37,16.04,0.99,0.00,FALSE,0.54,0.52,0.55,,,seq.6416.8,0.76,,
prot.4281,Q86XR7-2,Q86XR7,5,115578496,115602479,ENSG00000243414,TICAM2,14,13,0.00,14.96,0.63,14,13,22.08,14.76,0.31,22.00,0.00,14.96,0.63,14.98,11.28,17.17,0.93,0.01,FALSE,0.17,0.16,0.18,,,seq.17696.1,-0.12,1,
prot.4282,Q86Y07,Q86Y07,2,57907629,58159920,ENSG00000028116,VRK2,7,7,3.48,12.42,0.63,6,6,20.83,12.57,0.35,22.00,3.48,12.46,0.63,12.51,9.19,15.86,0.99,0.01,TRUE,0.24,0.23,0.24,,,,,,
prot.4283,Q86Y38,Q86Y38,16,17101769,17470960,ENSG00000103489,XYLT1,6,6,7.24,12.30,0.50,5,5,35.28,12.14,0.44,22.00,7.31,12.32,0.50,12.35,10.11,14.57,0.99,0.00,FALSE,0.14,0.14,0.14,,,seq.28096.22,0.12,,
prot.4284,Q86Y39,Q86Y39,19,5891276,5904006,ENSG00000174886,NDUFA11,12,12,0.35,14.13,0.59,12,12,18.56,14.03,0.26,22.00,0.35,14.13,0.59,14.17,8.31,16.21,0.97,0.01,FALSE,0.28,0.27,0.29,,,,,1,
prot.4285,Q86Y56,Q86Y56,7,726699,786475,ENSG00000164818,DNAAF5,2,2,35.77,17.66,0.54,2,2,34.15,17.46,0.44,18.00,35.77,17.66,0.54,17.68,15.03,20.99,0.99,0.01,FALSE,0.11,0.10,0.11,,,,,,
prot.4286,Q86Y82,Q86Y82,1,27773219,27824443,ENSG00000117758,STX12,15,14,0.14,13.55,0.61,15,14,20.14,13.42,0.29,22.00,0.14,13.55,0.61,13.58,9.01,15.67,1.00,0.01,FALSE,0.36,0.35,0.36,STX12_40639,0.08,seq.10418.36,0.41,1,
prot.4287,Q86YB8,Q86YB8,1,236214681,236282019,ENSG00000086619,ERO1B,11,11,1.18,12.54,0.50,9,9,23.35,12.27,0.35,22.00,1.18,12.62,0.50,12.64,10.39,14.86,0.96,0.00,TRUE,0.25,0.24,0.25,,,seq.7994.41,0.24,,
prot.4288,Q86YC3,Q86YC3,3,196639694,196662004,ENSG00000174004,NRROS,9,9,6.05,12.59,0.53,9,9,31.08,12.57,0.42,22.00,6.05,12.59,0.53,12.63,9.15,13.86,0.90,0.01,FALSE,0.07,0.07,0.08,,,seq.32952.14,-0.04,,
prot.4289,Q86YL5,Q86YL5,8,489803,545781,ENSG00000180190,TDRP,15,15,0.21,14.14,0.63,14,14,21.79,13.99,0.30,22.00,0.21,14.15,0.63,14.19,9.76,16.89,0.99,0.01,FALSE,0.55,0.54,0.56,,,seq.30375.7,0.78,1,
prot.429,A0A7P0Z491,Q8IZT6,1,197084121,197146694,ENSG00000066279,ASPM,2,2,8.77,14.49,0.59,2,2,32.59,14.22,0.43,21.00,8.77,14.49,0.59,14.50,11.25,16.64,0.99,0.00,FALSE,0.10,0.10,0.11,,,,,,
prot.4290,Q86YN1,Q86YN1,9,129081111,129090438,ENSG00000167130,DOLPP1,6,6,1.39,13.31,0.56,6,6,30.29,12.98,0.39,22.00,1.39,13.31,0.56,13.36,9.93,15.15,0.98,0.00,FALSE,0.17,0.17,0.18,,,,,,
prot.4291,Q86YS7-3,Q86YS7,12,22448583,22544546,ENSG00000111731,C2CD5,35,34,0.21,13.07,0.50,35,34,16.27,12.85,0.23,22.00,0.21,13.07,0.50,13.12,9.72,14.78,0.99,0.01,FALSE,0.35,0.35,0.36,,,,,,
prot.4292,Q86YT6,Q86YT6,18,21704957,21870953,ENSG00000101752,MIB1,36,36,1.67,12.30,0.45,36,36,21.86,12.10,0.33,21.00,1.67,12.30,0.45,12.33,8.28,13.65,0.98,0.00,FALSE,0.28,0.27,0.28,,,seq.34281.42,0.30,,
prot.4293,Q86YV0,Q86YV0,19,15451624,15464544,ENSG00000105122,RASAL3,19,19,0.00,12.23,0.37,17,17,19.67,12.15,0.30,22.00,0.00,12.31,0.38,12.32,10.33,13.68,0.85,0.00,FALSE,0.28,0.27,0.28,,,,,,
prot.4294,Q86YV9,Q86YV9,10,102065349,102068036,ENSG00000166189,HPS6,3,3,35.56,12.12,0.63,3,3,48.65,12.12,0.69,17.00,35.56,12.12,0.63,12.16,9.13,13.77,0.58,0.00,FALSE,0.03,0.03,0.04,,,seq.35495.119,-0.03,,
prot.4295,Q86YW5,Q86YW5,6,41149337,41154347,ENSG00000161911,TREML1,15,15,0.00,16.39,0.68,12,12,26.31,15.57,0.33,22.00,0.00,15.78,0.67,15.82,10.42,18.08,0.96,0.01,TRUE,0.49,0.49,0.50,TREML1_45427,0.55,seq.9329.28,0.40,1,
prot.4296,Q86YW5-2,Q86YW5,6,41149337,41154347,ENSG00000161911,TREML1,2,2,0.56,16.14,0.82,2,2,23.93,16.02,0.33,22.00,0.56,16.14,0.82,16.21,11.33,18.63,0.99,0.01,TRUE,0.44,0.44,0.45,TREML1_45427,0.54,seq.9329.28,0.59,,
prot.4297,Q86YZ3,Q86YZ3,1,152212076,152224193,ENSG00000197915,HRNR,58,56,13.92,12.94,1.34,22,22,38.31,12.00,0.70,11.00,51.36,12.50,1.20,12.37,8.93,19.22,0.90,0.01,FALSE,0.12,0.12,0.13,,,,,,
prot.4298,Q8IU60;Q8IU60-2,Q8IU60,5,112976702,113022195,ENSG00000172795,DCP2,1,1,33.33,11.43,0.67,1,1,43.41,11.33,0.58,11.00,33.33,11.43,0.67,11.50,8.74,13.19,1.00,0.00,FALSE,0.12,0.12,0.12,DCP2_41083,0.09,,,,
prot.4299,Q8IU68,Q8IU68,17,78130770,78142968,ENSG00000167895,TMC8,6,6,0.70,12.33,0.49,6,6,23.26,11.93,0.32,22.00,0.70,12.33,0.49,12.34,10.32,14.00,0.99,0.00,TRUE,0.23,0.21,0.24,,,,,,
prot.43,A0A087WY85,P61077,4,102794383,102868896,ENSG00000109332,UBE2D3,3,3,0.00,15.25,0.58,3,3,13.50,15.15,0.19,22.00,0.00,15.25,0.58,15.29,12.01,17.05,1.00,0.01,FALSE,0.29,0.27,0.31,,,,,1,
prot.430,A0A7P0Z494,P11182,1,100186919,100249834,ENSG00000137992,DBT,26,26,0.14,13.44,0.60,24,24,20.61,13.24,0.30,22.00,0.28,13.46,0.59,13.50,8.72,15.47,0.99,0.01,FALSE,0.34,0.34,0.35,,,,,1,
prot.4300,Q8IU80-5,Q8IU80,22,37065436,37109713,ENSG00000187045,TMPRSS6,1,1,9.46,13.91,0.56,1,1,11.88,14.04,0.18,18.00,9.46,13.91,0.56,13.92,11.00,15.57,0.21,0.00,FALSE,0.02,0.02,0.02,,,seq.11239.49,-0.10,,
prot.4301,Q8IUE6,Q8IUE6,1,149887469,149887965,ENSG00000184270,H2AC21,5,5,25.89,12.26,0.72,3,3,51.67,12.13,0.79,15.00,26.10,12.29,0.72,12.32,8.76,17.17,0.95,0.00,FALSE,0.33,0.32,0.33,,,seq.33992.73,0.49,,
prot.4302,Q8IUF1,Q8IUF1,2,113437691,113496204,ENSG00000136682,ZNG1B,14,14,3.76,11.84,0.50,12,12,25.06,11.72,0.39,22.00,4.18,11.85,0.51,11.90,9.41,13.41,0.95,0.00,FALSE,0.12,0.11,0.12,ZNG1B_42073,0.05,,,,
prot.4303,Q8IUG5;Q8IUG5-3,Q8IUG5,22,25742144,26031045,ENSG00000133454,MYO18B,12,12,1.18,13.22,0.45,12,12,19.24,12.97,0.28,22.00,1.18,13.22,0.45,13.25,11.54,14.97,1.00,0.00,FALSE,0.16,0.16,0.17,MYO18B_41507,0.06,,,,
prot.4304,Q8IUI8,Q8IUI8,17,30769388,30824692,ENSG00000176390,CRLF3,22,22,0.00,13.98,0.56,19,19,15.62,14.09,0.22,22.00,0.00,14.06,0.56,14.09,9.53,15.96,0.91,0.01,FALSE,0.18,0.16,0.19,,,seq.25052.3,-0.13,1,
prot.4305,Q8IUK5,Q8IUK5,17,39063313,39154394,ENSG00000161381,PLXDC1,10,10,34.73,12.07,0.60,10,10,96.07,11.95,1.04,12.00,34.73,12.07,0.60,12.11,9.06,14.87,1.00,0.01,FALSE,0.11,0.10,0.11,PLXDC1_42917,0.08,seq.9235.3,-0.01,,
prot.4306,Q8IUR0,Q8IUR0,19,7680833,7687703,ENSG00000181029,TRAPPC5,11,11,0.97,12.86,0.54,10,10,22.72,12.70,0.31,22.00,1.04,12.87,0.53,12.89,8.45,14.77,1.00,0.01,FALSE,0.14,0.14,0.15,,,seq.8671.378,0.01,,
prot.4307,Q8IUR7,Q8IUR7,3,138187248,138298384,ENSG00000114098,ARMC8,34,34,0.21,12.91,0.55,33,33,19.63,12.69,0.28,22.00,0.21,12.90,0.55,12.93,8.61,14.94,0.99,0.01,FALSE,0.20,0.19,0.21,,,seq.25247.12,0.05,1,
prot.4308,Q8IUX4,Q8IUX4,22,39040604,39055972,ENSG00000128394,APOBEC3F,6,6,13.29,12.33,0.58,4,4,24.19,12.01,0.35,16.00,13.92,12.39,0.58,12.41,9.81,14.26,0.96,0.00,FALSE,0.22,0.21,0.23,,,,,,
prot.4309,Q8IUX7,Q8IUX7,7,44104345,44114562,ENSG00000106624,AEBP1,42,42,0.00,14.33,0.41,37,37,12.41,14.09,0.18,22.00,0.00,14.21,0.41,14.18,12.46,16.67,0.97,0.01,FALSE,0.57,0.56,0.57,AEBP1_44449,0.70,seq.29441.40,0.45,,
prot.431,A0A7P0Z497,P23284,15,64155740,64163134,ENSG00000166794,PPIB,31,31,0.00,17.22,0.37,31,31,14.05,17.09,0.20,22.00,0.00,17.22,0.37,17.23,15.36,18.70,0.99,0.00,FALSE,0.43,0.42,0.44,,,,,1,
prot.4310,Q8IUX8,Q8IUX8,X,13569601,13633575,ENSG00000198759,EGFL6,9,9,13.08,12.15,0.77,9,9,30.03,12.04,0.43,22.00,13.08,12.15,0.77,12.12,9.11,15.41,0.99,0.00,FALSE,0.41,0.40,0.42,EGFL6_44619,0.61,seq.17454.15,0.62,,
prot.4311,Q8IUZ5,Q8IUZ5,5,178208471,178232802,ENSG00000175309,PHYKPL,4,4,54.42,12.12,0.79,4,4,43.21,11.90,0.79,13.00,54.42,12.12,0.79,12.19,8.72,14.54,0.99,0.01,FALSE,0.07,0.07,0.08,PHYKPL_44846,0.03,seq.23604.44,0.00,,
prot.4312,Q8IV03,Q8IV03,9,12775020,12823060,ENSG00000153714,LURAP1L,2,2,25.68,11.89,0.62,2,2,34.60,11.79,0.50,21.00,25.68,11.89,0.62,11.93,8.28,13.63,1.00,0.01,TRUE,0.16,0.16,0.17,,,,,,
prot.4313,Q8IV04,Q8IV04,11,67403915,67410089,ENSG00000175463,TBC1D10C,5,5,1.46,12.66,0.48,4,4,24.49,12.59,0.36,22.00,1.95,12.82,0.48,12.86,10.92,14.32,0.99,0.00,FALSE,0.26,0.25,0.27,,,,,,
prot.4314,Q8IV08,Q8IV08,19,40348456,40389472,ENSG00000105223,PLD3,4,4,12.11,12.11,0.57,4,4,37.43,12.03,0.65,19.00,12.11,12.11,0.57,12.14,9.61,14.79,0.77,0.00,FALSE,0.23,0.23,0.24,,,seq.10948.14,0.32,,
prot.4315,Q8IV38,Q8IV38,7,16599779,16645817,ENSG00000106524,ANKMY2,13,13,1.88,12.34,0.58,12,12,20.45,12.37,0.30,22.00,1.88,12.35,0.58,12.40,8.94,14.28,0.99,0.00,FALSE,0.36,0.35,0.37,ANKMY2_43364,0.48,seq.25437.18,0.01,,
prot.4316,Q8IV61-2,Q8IV61,2,33436324,33564750,ENSG00000152689,RASGRP3,5,5,7.59,13.74,0.65,5,5,40.57,13.85,0.59,22.00,7.59,13.74,0.65,13.80,10.71,16.13,1.00,0.01,FALSE,0.12,0.10,0.12,,,,,,
prot.4317,Q8IVB4,Q8IVB4,3,143265222,143848485,ENSG00000181804,SLC9A9,27,26,0.00,14.41,0.69,23,22,21.64,14.14,0.31,22.00,0.00,14.31,0.68,14.35,8.41,16.72,0.99,0.01,FALSE,0.33,0.33,0.34,,,,,1,
prot.4318,Q8IVF2,Q8IVF2,14,104937244,104978374,ENSG00000185567,AHNAK2,30,25,1.74,12.90,0.43,13,10,24.13,12.55,0.39,16.00,43.91,12.25,0.68,12.27,9.86,14.56,0.99,0.00,FALSE,0.22,0.21,0.22,AHNAK2_43346,0.20,,,,
prot.4319,Q8IVG5,Q8IVG5,7,93130056,93148385,ENSG00000177409,SAMD9L,14,14,5.01,11.75,0.49,12,12,34.33,11.68,0.47,22.00,5.92,11.79,0.49,11.82,9.60,13.89,0.52,0.01,FALSE,0.29,0.28,0.29,SAMD9L_44205,0.44,,,,
prot.432,A0A7P0Z4B3,Q7Z4L5,2,165857475,165953851,ENSG00000123607,TTC21B,1,1,0.07,14.38,0.59,1,1,22.30,14.07,0.32,22.00,0.07,14.38,0.59,14.39,12.09,16.88,0.99,0.00,FALSE,0.19,0.18,0.20,,,,,5,
prot.4320,Q8IW41,Q8IW41,12,111842013,111902222,ENSG00000089022,MAPKAPK5,1,1,69.03,14.60,0.55,1,1,23.45,14.13,0.33,6.00,69.03,14.60,0.55,14.64,12.01,16.58,0.76,0.00,FALSE,0.10,0.09,0.10,,,seq.3821.28,0.11,,
prot.4321,Q8IW75,Q8IW75,14,94487274,94517844,ENSG00000165953,SERPINA12,12,12,75.30,12.37,0.95,12,12,NA,11.66,NA,1.00,75.30,12.37,0.95,12.31,9.52,16.59,0.91,0.01,FALSE,NA,NA,NA,SERPINA12_44921,0.20,seq.6551.94,0.18,,
prot.4322,Q8IWA0,Q8IWA0,2,189441446,189475552,ENSG00000115368,WDR75,2,2,40.78,15.70,0.81,2,2,84.27,15.42,0.81,14.00,40.78,15.70,0.81,15.66,10.84,21.30,0.97,0.00,FALSE,0.09,0.08,0.09,,,,,,
prot.4323,Q8IWA4,Q8IWA4,3,179347709,179394936,ENSG00000171109,MFN1,20,20,1.67,12.41,0.50,20,20,17.65,12.13,0.26,22.00,1.67,12.41,0.50,12.45,9.70,13.94,0.77,0.00,FALSE,0.11,0.11,0.12,,,seq.11364.18,-0.02,,
prot.4324,Q8IWA5-3,Q8IWA5,19,10602457,10644557,ENSG00000129353,SLC44A2,23,23,0.00,14.45,0.46,19,19,16.39,14.52,0.22,22.00,0.00,14.52,0.45,14.53,12.36,16.40,0.80,0.01,TRUE,0.38,0.38,0.39,,,,,1,
prot.4325,Q8IWB7,Q8IWB7,2,223855716,223945357,ENSG00000085449,WDFY1,27,27,0.07,13.41,0.57,26,26,16.15,13.37,0.24,22.00,0.07,13.43,0.57,13.47,9.48,15.51,1.00,0.01,FALSE,0.47,0.47,0.48,,,seq.30253.31,0.59,1,
prot.4326,Q8IWB9,Q8IWB9,17,64147227,64263260,ENSG00000136478,TEX2,22,22,0.97,12.75,0.49,22,22,25.43,12.48,0.36,22.00,0.97,12.75,0.49,12.78,9.77,14.46,0.91,0.00,FALSE,0.25,0.24,0.26,,,,,,
prot.4327,Q8IWC1-4,Q8IWC1,X,136213220,136256482,ENSG00000129680,MAP7D3,2,2,73.00,11.19,0.60,2,2,89.59,10.54,1.47,3.00,73.00,11.19,0.60,11.23,9.06,12.81,0.16,0.00,FALSE,0.08,0.07,0.08,,,,,,
